Time(Hours),EntityID,ObjectName,ProcessID,StepName,Action
9.92063492063492E-05,DefaultEntity.11,Output@Source1,1.OnExited,[Fire] ExitedEvent,Firing event 'Output@Source1.Exited'.
9.92063492063492E-05,DefaultEntity.11,Output@Source1,1.OnExited,[End],Process 'Output@Source1.OnExited' execution ended.
0.00108730158730159,DefaultEntity.11,Path1,1.OnReachedEnd,[Begin],Process 'Path1.OnReachedEnd' execution started.
0.00108730158730159,DefaultEntity.11,Path1,1.OnReachedEnd,[Transfer] FromPath,Entity 'DefaultEntity.11' transferring from '[EndOfLink] Path1' into node 'Input@Server1'.
0.00108730158730159,DefaultEntity.11,Input@Server1,0.OnEnteredToAssociatedObject,[Begin],Process 'Input@Server1.OnEnteredToAssociatedObject' execution started.
0.00108730158730159,DefaultEntity.11,Input@Server1,0.OnEnteredToAssociatedObject,[Fire] EnteredEvent,Firing event 'Input@Server1.Entered'.
0.00108730158730159,DefaultEntity.11,Input@Server1,0.OnEnteredToAssociatedObject,[Transfer] ToAssociatedObject,Entity 'DefaultEntity.11' transferring from '[Node] Input@Server1' into object 'Server1'.
0.00108730158730159,DefaultEntity.11,Input@Server1,0.OnEnteredToAssociatedObject,[Transfer] ToAssociatedObject,Entity 'DefaultEntity.11' transferring from '[Node] Input@Server1' into station 'Server1.InputBuffer'.
0.00108730158730159,DefaultEntity.11,Server1,2.OnEnteredInputBuffer,[Begin],Process 'Server1.OnEnteredInputBuffer' execution started.
0.00108730158730159,DefaultEntity.11,Server1,2.OnEnteredInputBuffer,[EndTransfer] IntoInputBuffer,Entity 'DefaultEntity.11' ending transfer into station 'Server1.InputBuffer'.
0.00108730158730159,DefaultEntity.11,Input@Server1,3.OnExited,[Begin],Process 'Input@Server1.OnExited' execution started.
0.00108730158730159,DefaultEntity.11,Input@Server1,3.OnExited,[Fire] ExitedEvent,Firing event 'Input@Server1.Exited'.
0.00108730158730159,DefaultEntity.11,Input@Server1,3.OnExited,[End],Process 'Input@Server1.OnExited' execution ended.
0.00108730158730159,DefaultEntity.11,Server1,2.OnEnteredInputBuffer,[Seize] Server,Object 'DefaultEntity.11' waiting to seize '1' resource(s) of resource type '[ParentObject] Server1'.
0.00108730158730159,DefaultEntity.11,Path1,1.OnReachedEnd,[End],Process 'Path1.OnReachedEnd' execution ended.
0.00108730158730159,DefaultEntity.11,Input@Server1,0.OnEnteredToAssociatedObject,[End],Process 'Input@Server1.OnEnteredToAssociatedObject' execution ended.
0.00108730158730159,--,--,--,--,Resource 'Server1' checking allocation queue which contains '1' item(s).
0.00108730158730159,DefaultEntity.11,Server1,2.OnEnteredInputBuffer,[Seize] Server,Object 'DefaultEntity.11' checking availability to seize '1' resource(s) of resource type '[ParentObject] Server1'.
0.00108730158730159,DefaultEntity.11,Server1,2.OnEnteredInputBuffer,[Seize] Server,Object 'DefaultEntity.11' checking availability to seize '1' capacity unit(s) of resource 'Server1’.
0.00108730158730159,DefaultEntity.11,Server1,2.OnEnteredInputBuffer,[Seize] Server,Object 'DefaultEntity.11' found ‘1’ currently available capacity unit(s) of resource 'Server1’.
0.00108730158730159,DefaultEntity.11,Server1,2.OnEnteredInputBuffer,[Seize] Server,Object 'DefaultEntity.11' found '1' currently available resource(s) of resource type '[ParentObject] Server1'.
0.00108730158730159,--,--,--,--,Resource 'Server1' selecting object 'DefaultEntity.11' waiting at rank position '1' in allocation queue which contains '1' item(s).
0.00108730158730159,DefaultEntity.11,Server1,2.OnEnteredInputBuffer,[Seize] Server,Object 'DefaultEntity.11' seized '1' capacity unit(s) of resource 'Server1'.
0.00108730158730159,--,--,--,--,Changing from AutoState 'Starved' to 'Busy' on resource 'Server1'.
0.00108730158730159,--,--,--,--,Assigning state variable 'Server1.ResourceState' the value '1'. Previous value was '0'.
0.00108730158730159,DefaultEntity.11,Server1,2.OnEnteredInputBuffer,[Seize] Server,Object 'DefaultEntity.11' completed seize of '1' resource(s) of resource type '[ParentObject] Server1'.
0.00108730158730159,--,--,--,--,Changing from AutoState 'Busy' to 'Blocked' on resource 'Server1'.
0.00108730158730159,--,--,--,--,Assigning state variable 'Server1.ResourceState' the value '2'. Previous value was '1'.
0.00108730158730159,DefaultEntity.11,Server1,2.OnEnteredInputBuffer,[Transfer] ToProcessing,Entity 'DefaultEntity.11' transferring from '[Station] Server1.InputBuffer' into station 'Server1.Processing'.
0.00108730158730159,--,--,--,--,Changing from AutoState 'Blocked' to 'Busy' on resource 'Server1'.
0.00108730158730159,--,--,--,--,Assigning state variable 'Server1.ResourceState' the value '1'. Previous value was '2'.
0.00108730158730159,DefaultEntity.11,Server1,0.OnEnteredProcessing,[Begin],Process 'Server1.OnEnteredProcessing' execution started.
0.00108730158730159,DefaultEntity.11,Server1,0.OnEnteredProcessing,[EndTransfer] IntoProcessing,Entity 'DefaultEntity.11' ending transfer into station 'Server1.Processing'.
0.00108730158730159,DefaultEntity.11,Server1,0.OnEnteredProcessing,[Decide] IfProcessTypeSpecificTime,Token branching on condition 'ProcessType==Enum.TaskProcessType.SpecificTime'.
0.00108730158730159,DefaultEntity.11,Server1,0.OnEnteredProcessing,[Decide] IfProcessTypeSpecificTime,Token sent to 'True' exit.
0.00108730158730159,DefaultEntity.11,Server1,0.OnEnteredProcessing,[Delay] ProcessingTime,Delaying token for '0.00353746818799988' Hours until time '0.00462476977530147' Hours. Delay multiplier was '1'.
0.00108730158730159,DefaultEntity.11,Server1,2.OnEnteredInputBuffer,[End],Process 'Server1.OnEnteredInputBuffer' execution ended.
0.00462476977530147,--,--,--,--,Changing from AutoState 'Busy' to 'Blocked' on resource 'Server1'.
0.00462476977530147,--,--,--,--,Assigning state variable 'Server1.ResourceState' the value '2'. Previous value was '1'.
0.00462476977530147,DefaultEntity.11,Server1,0.OnEnteredProcessing,[Transfer] ToOutputBuffer,Entity 'DefaultEntity.11' transferring from '[Station] Server1.Processing' into station 'Server1.OutputBuffer'.
0.00462476977530147,--,--,--,--,Changing from AutoState 'Blocked' to 'Busy' on resource 'Server1'.
0.00462476977530147,--,--,--,--,Assigning state variable 'Server1.ResourceState' the value '1'. Previous value was '2'.
0.00462476977530147,DefaultEntity.11,Server1,2.OnEnteredOutputBuffer,[Begin],Process 'Server1.OnEnteredOutputBuffer' execution started.
0.00462476977530147,DefaultEntity.11,Server1,2.OnEnteredOutputBuffer,[EndTransfer] IntoOutputBuffer,Entity 'DefaultEntity.11' ending transfer into station 'Server1.OutputBuffer'.
0.00462476977530147,DefaultEntity.11,Server1,2.OnEnteredOutputBuffer,[Release] Server,Object 'DefaultEntity.11' attempting to release '1' resource(s) of resource type '[ParentObject] Server1'.
0.00462476977530147,DefaultEntity.11,Server1,2.OnEnteredOutputBuffer,[Release] Server,Object 'DefaultEntity.11' released '1' capacity unit(s) of resource 'Server1'.
0.00462476977530147,--,--,--,--,Changing from AutoState 'Busy' to 'Starved' on resource 'Server1'.
0.00462476977530147,--,--,--,--,Assigning state variable 'Server1.ResourceState' the value '0'. Previous value was '1'.
0.00462476977530147,DefaultEntity.11,Server1,2.OnEnteredOutputBuffer,[Transfer] ToOutputNode,Entity 'DefaultEntity.11' transferring from '[Station] Server1.OutputBuffer' into node 'Output@Server1'.
0.00462476977530147,DefaultEntity.11,Output@Server1,1.OnEnteredFromAssociatedObject,[Begin],Process 'Output@Server1.OnEnteredFromAssociatedObject' execution started.
0.00462476977530147,DefaultEntity.11,Output@Server1,1.OnEnteredFromAssociatedObject,[Fire] EnteredEvent,Firing event 'Output@Server1.Entered'.
0.00462476977530147,DefaultEntity.11,Output@Server1,1.OnEnteredFromAssociatedObject,[Transfer] ToOutboundLink,Entity 'DefaultEntity.11' transferring from '[Node] Output@Server1' onto link 'Path2'.
0.00462476977530147,DefaultEntity.11,Path2,3.OnEntered,[Begin],Process 'Path2.OnEntered' execution started.
0.00462476977530147,DefaultEntity.11,Path2,3.OnEntered,[Assign] EntityMovementRate,Assigning state variable 'DefaultEntity.11.Movement.Rate' the value '5040' Meters per Hour. Previous value was '5040' Meters per Hour.
0.00462476977530147,DefaultEntity.11,Path2,3.OnEntered,[EndTransfer] OntoPath,Entity 'DefaultEntity.11' ending transfer onto link 'Path2'.
0.00462476977530147,DefaultEntity.11,Path2,3.OnEntered,[End],Process 'Path2.OnEntered' execution ended.
0.00462476977530147,DefaultEntity.11,Server1,0.OnEnteredProcessing,[End],Process 'Server1.OnEnteredProcessing' execution ended.
0.00462476977530147,DefaultEntity.11,Server1,2.OnEnteredOutputBuffer,[End],Process 'Server1.OnEnteredOutputBuffer' execution ended.
0.00462476977530147,DefaultEntity.11,Output@Server1,1.OnEnteredFromAssociatedObject,[End],Process 'Output@Server1.OnEnteredFromAssociatedObject' execution ended.
0.00472397612450781,DefaultEntity.11,Output@Server1,1.OnExited,[Begin],Process 'Output@Server1.OnExited' execution started.
0.00472397612450781,DefaultEntity.11,Output@Server1,1.OnExited,[Fire] ExitedEvent,Firing event 'Output@Server1.Exited'.
0.00472397612450781,DefaultEntity.11,Output@Server1,1.OnExited,[Execute] ExitedAddOnProcess,Executing process 'Output_Server1_Exited'.
0.00472397612450781,DefaultEntity.11,Model,2.Output_Server1_Exited,[Begin],Process 'Output_Server1_Exited' execution started.
0.00472397612450781,DefaultEntity.11,Model,2.Output_Server1_Exited,[MyWriteText] MyWriteText1,"Writing=[0.00472397612450781,DefaultEntity.11,0,0.00472397612450781,] to file=c:\temp\MyOutTestFile.txt"
0.00472397612450781,DefaultEntity.11,Model,2.Output_Server1_Exited,[MyReadText] MyReadText1,"Read in the line#28=[Line1Col1, Col2, Col3] from file MyInTextFile1 into 3 states"
0.00472397612450781,DefaultEntity.11,Model,2.Output_Server1_Exited,[End],Process 'Output_Server1_Exited' execution ended.
0.00472397612450781,DefaultEntity.11,Output@Server1,1.OnExited,[End],Process 'Output@Server1.OnExited' execution ended.
0.00597397612450781,DefaultEntity.11,Path2,1.OnReachedEnd,[Begin],Process 'Path2.OnReachedEnd' execution started.
0.00597397612450781,DefaultEntity.11,Path2,1.OnReachedEnd,[Transfer] FromPath,Entity 'DefaultEntity.11' transferring from '[EndOfLink] Path2' into node 'Input@Sink1'.
0.00597397612450781,DefaultEntity.11,Input@Sink1,2.OnEnteredToAssociatedObject,[Begin],Process 'Input@Sink1.OnEnteredToAssociatedObject' execution started.
0.00597397612450781,DefaultEntity.11,Input@Sink1,2.OnEnteredToAssociatedObject,[Fire] EnteredEvent,Firing event 'Input@Sink1.Entered'.
0.00597397612450781,DefaultEntity.11,Input@Sink1,2.OnEnteredToAssociatedObject,[Transfer] ToAssociatedObject,Entity 'DefaultEntity.11' transferring from '[Node] Input@Sink1' into object 'Sink1'.
0.00597397612450781,DefaultEntity.11,Input@Sink1,2.OnEnteredToAssociatedObject,[Transfer] ToAssociatedObject,Entity 'DefaultEntity.11' transferring from '[Node] Input@Sink1' into station 'Sink1.InputBuffer'.
0.00597397612450781,DefaultEntity.11,Sink1,0.OnEnteredInputBuffer,[Begin],Process 'Sink1.OnEnteredInputBuffer' execution started.
0.00597397612450781,DefaultEntity.11,Sink1,0.OnEnteredInputBuffer,[EndTransfer] IntoInputBuffer,Entity 'DefaultEntity.11' ending transfer into station 'Sink1.InputBuffer'.
0.00597397612450781,DefaultEntity.11,Input@Sink1,3.OnExited,[Begin],Process 'Input@Sink1.OnExited' execution started.
0.00597397612450781,DefaultEntity.11,Input@Sink1,3.OnExited,[Fire] ExitedEvent,Firing event 'Input@Sink1.Exited'.
0.00597397612450781,DefaultEntity.11,Input@Sink1,3.OnExited,[End],Process 'Input@Sink1.OnExited' execution ended.
0.00597397612450781,DefaultEntity.11,Sink1,0.OnEnteredInputBuffer,[Tally] TimeInSystem,Recording ‘1’ observation value(s) of type ‘Expression’ for tally statistic ‘Sink1.TimeInSystem’.
0.00597397612450781,DefaultEntity.11,Sink1,0.OnEnteredInputBuffer,[Tally] TimeInSystem,Recording observation value '0.00597397612450781' Hours for tally statistic 'Sink1.TimeInSystem'.
0.00597397612450781,DefaultEntity.11,Sink1,0.OnEnteredInputBuffer,[Destroy] Entity,Destroying object 'DefaultEntity.11'.
0.00597397612450781,--,--,--,--,Object 'DefaultEntity.11' destroyed.
0.00597397612450781, ,Sink1,0.OnEnteredInputBuffer,[End],Process 'Sink1.OnEnteredInputBuffer' execution ended.
0.00597397612450781, ,Path2,1.OnReachedEnd,[End],Process 'Path2.OnReachedEnd' execution ended.
0.00597397612450781, ,Input@Sink1,2.OnEnteredToAssociatedObject,[End],Process 'Input@Sink1.OnEnteredToAssociatedObject' execution ended.
0.00655278052637456,--,--,--,--,Firing event 'Source1.EntityArrivals.Event'.
0.00655278052637456,--,--,--,--,Time until next event of timer 'Source1.EntityArrivals' is '0.00103194614643843' Hours.
0.00655278052637456,Source1,Source1,2.OnEntityArrival,[Begin],Process 'Source1.OnEntityArrival' execution started.
0.00655278052637456,Source1,Source1,2.OnEntityArrival,[Create] Entities,Creating '1' new object(s) of entity type 'DefaultEntity'.
0.00655278052637456,Source1,Source1,2.OnEntityArrival,[Create] Entities,Created object 'DefaultEntity.12'.
0.00655278052637456,DefaultEntity.12,Source1,1.OnEntityArrival,[Transfer] ToProcessing,Entity 'DefaultEntity.12' transferring from '[FreeSpace] Source1' into station 'Source1.Processing'.
0.00655278052637456,Source1,Source1,2.OnEntityArrival,[End],Process 'Source1.OnEntityArrival' execution ended.
0.00655278052637456,DefaultEntity.12,Source1,0.OnEnteredProcessing,[Begin],Process 'Source1.OnEnteredProcessing' execution started.
0.00655278052637456,DefaultEntity.12,Source1,0.OnEnteredProcessing,[EndTransfer] IntoProcessing,Entity 'DefaultEntity.12' ending transfer into station 'Source1.Processing'.
0.00655278052637456,DefaultEntity.12,Source1,0.OnEnteredProcessing,[Transfer] ToOutputBuffer,Entity 'DefaultEntity.12' transferring from '[Station] Source1.Processing' into station 'Source1.OutputBuffer'.
0.00655278052637456,DefaultEntity.12,Source1,1.OnEntityArrival,[End],Process 'Source1.OnEntityArrival' execution ended.
0.00655278052637456,DefaultEntity.12,Source1,2.OnEnteredOutputBuffer,[Begin],Process 'Source1.OnEnteredOutputBuffer' execution started.
0.00655278052637456,DefaultEntity.12,Source1,2.OnEnteredOutputBuffer,[EndTransfer] IntoOutputBuffer,Entity 'DefaultEntity.12' ending transfer into station 'Source1.OutputBuffer'.
0.00655278052637456,DefaultEntity.12,Source1,2.OnEnteredOutputBuffer,[Transfer] ToOutputNode,Entity 'DefaultEntity.12' transferring from '[Station] Source1.OutputBuffer' into node 'Output@Source1'.
0.00655278052637456,DefaultEntity.12,Output@Source1,1.OnEnteredFromAssociatedObject,[Begin],Process 'Output@Source1.OnEnteredFromAssociatedObject' execution started.
0.00655278052637456,DefaultEntity.12,Output@Source1,1.OnEnteredFromAssociatedObject,[Fire] EnteredEvent,Firing event 'Output@Source1.Entered'.
0.00655278052637456,DefaultEntity.12,Output@Source1,1.OnEnteredFromAssociatedObject,[Transfer] ToOutboundLink,Entity 'DefaultEntity.12' transferring from '[Node] Output@Source1' onto link 'Path1'.
0.00655278052637456,DefaultEntity.12,Path1,3.OnEntered,[Begin],Process 'Path1.OnEntered' execution started.
0.00655278052637456,DefaultEntity.12,Path1,3.OnEntered,[Assign] EntityMovementRate,Assigning state variable 'DefaultEntity.12.Movement.Rate' the value '5040' Meters per Hour. Previous value was '5040' Meters per Hour.
0.00655278052637456,DefaultEntity.12,Path1,3.OnEntered,[EndTransfer] OntoPath,Entity 'DefaultEntity.12' ending transfer onto link 'Path1'.
0.00655278052637456,DefaultEntity.12,Path1,3.OnEntered,[End],Process 'Path1.OnEntered' execution ended.
0.00655278052637456,DefaultEntity.12,Source1,0.OnEnteredProcessing,[End],Process 'Source1.OnEnteredProcessing' execution ended.
0.00655278052637456,DefaultEntity.12,Source1,2.OnEnteredOutputBuffer,[End],Process 'Source1.OnEnteredOutputBuffer' execution ended.
0.00655278052637456,DefaultEntity.12,Output@Source1,1.OnEnteredFromAssociatedObject,[End],Process 'Output@Source1.OnEnteredFromAssociatedObject' execution ended.
0.00665198687558091,DefaultEntity.12,Output@Source1,1.OnExited,[Begin],Process 'Output@Source1.OnExited' execution started.
0.00665198687558091,DefaultEntity.12,Output@Source1,1.OnExited,[Fire] ExitedEvent,Firing event 'Output@Source1.Exited'.
0.00665198687558091,DefaultEntity.12,Output@Source1,1.OnExited,[End],Process 'Output@Source1.OnExited' execution ended.
0.00758472667281298,--,--,--,--,Firing event 'Source1.EntityArrivals.Event'.
0.00758472667281298,--,--,--,--,Time until next event of timer 'Source1.EntityArrivals' is '0.00277133702366575' Hours.
0.00758472667281298,Source1,Source1,1.OnEntityArrival,[Begin],Process 'Source1.OnEntityArrival' execution started.
0.00758472667281298,Source1,Source1,1.OnEntityArrival,[Create] Entities,Creating '1' new object(s) of entity type 'DefaultEntity'.
0.00758472667281298,Source1,Source1,1.OnEntityArrival,[Create] Entities,Created object 'DefaultEntity.13'.
0.00758472667281298,DefaultEntity.13,Source1,2.OnEntityArrival,[Transfer] ToProcessing,Entity 'DefaultEntity.13' transferring from '[FreeSpace] Source1' into station 'Source1.Processing'.
0.00758472667281298,Source1,Source1,1.OnEntityArrival,[End],Process 'Source1.OnEntityArrival' execution ended.
0.00758472667281298,DefaultEntity.13,Source1,0.OnEnteredProcessing,[Begin],Process 'Source1.OnEnteredProcessing' execution started.
0.00758472667281298,DefaultEntity.13,Source1,0.OnEnteredProcessing,[EndTransfer] IntoProcessing,Entity 'DefaultEntity.13' ending transfer into station 'Source1.Processing'.
0.00758472667281298,DefaultEntity.13,Source1,0.OnEnteredProcessing,[Transfer] ToOutputBuffer,Entity 'DefaultEntity.13' transferring from '[Station] Source1.Processing' into station 'Source1.OutputBuffer'.
0.00758472667281298,DefaultEntity.13,Source1,2.OnEntityArrival,[End],Process 'Source1.OnEntityArrival' execution ended.
0.00758472667281298,DefaultEntity.13,Source1,1.OnEnteredOutputBuffer,[Begin],Process 'Source1.OnEnteredOutputBuffer' execution started.
0.00758472667281298,DefaultEntity.13,Source1,1.OnEnteredOutputBuffer,[EndTransfer] IntoOutputBuffer,Entity 'DefaultEntity.13' ending transfer into station 'Source1.OutputBuffer'.
0.00758472667281298,DefaultEntity.13,Source1,1.OnEnteredOutputBuffer,[Transfer] ToOutputNode,Entity 'DefaultEntity.13' transferring from '[Station] Source1.OutputBuffer' into node 'Output@Source1'.
0.00758472667281298,DefaultEntity.13,Output@Source1,2.OnEnteredFromAssociatedObject,[Begin],Process 'Output@Source1.OnEnteredFromAssociatedObject' execution started.
0.00758472667281298,DefaultEntity.13,Output@Source1,2.OnEnteredFromAssociatedObject,[Fire] EnteredEvent,Firing event 'Output@Source1.Entered'.
0.00758472667281298,DefaultEntity.13,Output@Source1,2.OnEnteredFromAssociatedObject,[Transfer] ToOutboundLink,Entity 'DefaultEntity.13' transferring from '[Node] Output@Source1' onto link 'Path1'.
0.00758472667281298,DefaultEntity.13,Path1,3.OnEntered,[Begin],Process 'Path1.OnEntered' execution started.
0.00758472667281298,DefaultEntity.13,Path1,3.OnEntered,[Assign] EntityMovementRate,Assigning state variable 'DefaultEntity.13.Movement.Rate' the value '5040' Meters per Hour. Previous value was '5040' Meters per Hour.
0.00758472667281298,DefaultEntity.13,Path1,3.OnEntered,[EndTransfer] OntoPath,Entity 'DefaultEntity.13' ending transfer onto link 'Path1'.
0.00758472667281298,DefaultEntity.13,Path1,3.OnEntered,[End],Process 'Path1.OnEntered' execution ended.
0.00758472667281298,DefaultEntity.13,Source1,0.OnEnteredProcessing,[End],Process 'Source1.OnEnteredProcessing' execution ended.
0.00758472667281298,DefaultEntity.13,Source1,1.OnEnteredOutputBuffer,[End],Process 'Source1.OnEnteredOutputBuffer' execution ended.
0.00758472667281298,DefaultEntity.13,Output@Source1,2.OnEnteredFromAssociatedObject,[End],Process 'Output@Source1.OnEnteredFromAssociatedObject' execution ended.
0.00764008211367614,DefaultEntity.12,Path1,2.OnReachedEnd,[Begin],Process 'Path1.OnReachedEnd' execution started.
0.00764008211367614,DefaultEntity.12,Path1,2.OnReachedEnd,[Transfer] FromPath,Entity 'DefaultEntity.12' transferring from '[EndOfLink] Path1' into node 'Input@Server1'.
0.00764008211367614,DefaultEntity.12,Input@Server1,1.OnEnteredToAssociatedObject,[Begin],Process 'Input@Server1.OnEnteredToAssociatedObject' execution started.
0.00764008211367614,DefaultEntity.12,Input@Server1,1.OnEnteredToAssociatedObject,[Fire] EnteredEvent,Firing event 'Input@Server1.Entered'.
0.00764008211367614,DefaultEntity.12,Input@Server1,1.OnEnteredToAssociatedObject,[Transfer] ToAssociatedObject,Entity 'DefaultEntity.12' transferring from '[Node] Input@Server1' into object 'Server1'.
0.00764008211367614,DefaultEntity.12,Input@Server1,1.OnEnteredToAssociatedObject,[Transfer] ToAssociatedObject,Entity 'DefaultEntity.12' transferring from '[Node] Input@Server1' into station 'Server1.InputBuffer'.
0.00764008211367614,DefaultEntity.12,Server1,0.OnEnteredInputBuffer,[Begin],Process 'Server1.OnEnteredInputBuffer' execution started.
0.00764008211367614,DefaultEntity.12,Server1,0.OnEnteredInputBuffer,[EndTransfer] IntoInputBuffer,Entity 'DefaultEntity.12' ending transfer into station 'Server1.InputBuffer'.
0.00764008211367614,DefaultEntity.12,Input@Server1,3.OnExited,[Begin],Process 'Input@Server1.OnExited' execution started.
0.00764008211367614,DefaultEntity.12,Input@Server1,3.OnExited,[Fire] ExitedEvent,Firing event 'Input@Server1.Exited'.
0.00764008211367614,DefaultEntity.12,Input@Server1,3.OnExited,[End],Process 'Input@Server1.OnExited' execution ended.
0.00764008211367614,DefaultEntity.12,Server1,0.OnEnteredInputBuffer,[Seize] Server,Object 'DefaultEntity.12' waiting to seize '1' resource(s) of resource type '[ParentObject] Server1'.
0.00764008211367614,DefaultEntity.12,Path1,2.OnReachedEnd,[End],Process 'Path1.OnReachedEnd' execution ended.
0.00764008211367614,DefaultEntity.12,Input@Server1,1.OnEnteredToAssociatedObject,[End],Process 'Input@Server1.OnEnteredToAssociatedObject' execution ended.
0.00764008211367614,--,--,--,--,Resource 'Server1' checking allocation queue which contains '1' item(s).
0.00764008211367614,DefaultEntity.12,Server1,0.OnEnteredInputBuffer,[Seize] Server,Object 'DefaultEntity.12' checking availability to seize '1' resource(s) of resource type '[ParentObject] Server1'.
0.00764008211367614,DefaultEntity.12,Server1,0.OnEnteredInputBuffer,[Seize] Server,Object 'DefaultEntity.12' checking availability to seize '1' capacity unit(s) of resource 'Server1’.
0.00764008211367614,DefaultEntity.12,Server1,0.OnEnteredInputBuffer,[Seize] Server,Object 'DefaultEntity.12' found ‘1’ currently available capacity unit(s) of resource 'Server1’.
0.00764008211367614,DefaultEntity.12,Server1,0.OnEnteredInputBuffer,[Seize] Server,Object 'DefaultEntity.12' found '1' currently available resource(s) of resource type '[ParentObject] Server1'.
0.00764008211367614,--,--,--,--,Resource 'Server1' selecting object 'DefaultEntity.12' waiting at rank position '1' in allocation queue which contains '1' item(s).
0.00764008211367614,DefaultEntity.12,Server1,0.OnEnteredInputBuffer,[Seize] Server,Object 'DefaultEntity.12' seized '1' capacity unit(s) of resource 'Server1'.
0.00764008211367614,--,--,--,--,Changing from AutoState 'Starved' to 'Busy' on resource 'Server1'.
0.00764008211367614,--,--,--,--,Assigning state variable 'Server1.ResourceState' the value '1'. Previous value was '0'.
0.00764008211367614,DefaultEntity.12,Server1,0.OnEnteredInputBuffer,[Seize] Server,Object 'DefaultEntity.12' completed seize of '1' resource(s) of resource type '[ParentObject] Server1'.
0.00764008211367614,--,--,--,--,Changing from AutoState 'Busy' to 'Blocked' on resource 'Server1'.
0.00764008211367614,--,--,--,--,Assigning state variable 'Server1.ResourceState' the value '2'. Previous value was '1'.
0.00764008211367614,DefaultEntity.12,Server1,0.OnEnteredInputBuffer,[Transfer] ToProcessing,Entity 'DefaultEntity.12' transferring from '[Station] Server1.InputBuffer' into station 'Server1.Processing'.
0.00764008211367614,--,--,--,--,Changing from AutoState 'Blocked' to 'Busy' on resource 'Server1'.
0.00764008211367614,--,--,--,--,Assigning state variable 'Server1.ResourceState' the value '1'. Previous value was '2'.
0.00764008211367614,DefaultEntity.12,Server1,1.OnEnteredProcessing,[Begin],Process 'Server1.OnEnteredProcessing' execution started.
